RoutemapSizeTest, 2, 100
0,0.005048990249633789,PERMIT_DENY
1,0.0032210350036621094,PERMIT_DENY
2,0.0017859935760498047,PERMIT_DENY
3,0.0014829635620117188,DENY_PERMIT
4,0.003965854644775391,DENY_PERMIT
5,0.0018169879913330078,DENY_PERMIT
6,0.003040790557861328,DENY_PERMIT
7,0.0016031265258789062,DENY_DENY
8,0.002154111862182617,PERMIT_PERMIT
9,0.0021491050720214844,PERMIT_PERMIT
10,0.010808706283569336,PERMIT_DENY
11,0.0021550655364990234,DENY_PERMIT
12,0.0038568973541259766,DENY_PERMIT
13,0.002259969711303711,PERMIT_DENY
14,0.0022919178009033203,DENY_DENY
15,0.0014340877532958984,DENY_DENY
16,0.0013592243194580078,DENY_PERMIT
17,0.0014312267303466797,PERMIT_PERMIT
18,0.001603841781616211,PERMIT_PERMIT
19,0.0014710426330566406,DENY_DENY
20,0.001506805419921875,PERMIT_PERMIT
21,0.005824089050292969,DENY_DENY
22,0.0027658939361572266,PERMIT_DENY
23,0.15201425552368164,PERMIT_PERMIT
24,0.001538991928100586,PERMIT_DENY
25,0.004030942916870117,PERMIT_PERMIT
26,0.0037081241607666016,PERMIT_DENY
27,0.0014100074768066406,DENY_PERMIT
28,0.0017170906066894531,PERMIT_DENY
29,0.00162506103515625,PERMIT_DENY
30,0.0013911724090576172,DENY_PERMIT
31,0.0014109611511230469,DENY_PERMIT
32,0.0013759136199951172,DENY_DENY
33,0.003670215606689453,PERMIT_PERMIT
34,0.21186304092407227,DENY_DENY
35,0.0015192031860351562,PERMIT_PERMIT
36,0.0020241737365722656,PERMIT_PERMIT
37,0.005561113357543945,DENY_PERMIT
38,0.0014088153839111328,DENY_DENY
39,0.0015511512756347656,PERMIT_DENY
40,0.001445770263671875,PERMIT_PERMIT
41,0.0015118122100830078,PERMIT_DENY
42,0.007742166519165039,PERMIT_PERMIT
43,0.0016579627990722656,DENY_PERMIT
44,0.0016489028930664062,PERMIT_DENY
45,0.0020020008087158203,PERMIT_DENY
46,0.005647897720336914,DENY_PERMIT
47,0.0017862319946289062,PERMIT_PERMIT
48,0.0074310302734375,PERMIT_DENY
49,0.005810976028442383,DENY_DENY
50,0.2524397373199463,DENY_DENY
51,0.0013701915740966797,DENY_DENY
52,0.31348586082458496,DENY_PERMIT
53,0.0014493465423583984,DENY_DENY
54,0.0014510154724121094,PERMIT_DENY
55,0.0013430118560791016,DENY_DENY
56,0.0014891624450683594,DENY_DENY
57,0.0015180110931396484,DENY_PERMIT
58,0.0014111995697021484,DENY_PERMIT
59,0.001394033432006836,DENY_DENY
60,0.0014340877532958984,DENY_DENY
61,0.003699779510498047,DENY_PERMIT
62,0.001476287841796875,PERMIT_PERMIT
63,0.001653909683227539,DENY_DENY
64,0.003906965255737305,DENY_DENY
65,0.004518985748291016,PERMIT_DENY
66,0.0016739368438720703,PERMIT_DENY
67,0.0016169548034667969,DENY_DENY
68,0.0022041797637939453,DENY_PERMIT
69,0.0020406246185302734,PERMIT_DENY
70,0.001870870590209961,DENY_DENY
71,0.0056951045989990234,DENY_PERMIT
72,0.3469550609588623,DENY_PERMIT
73,0.17232418060302734,PERMIT_PERMIT
74,0.38204002380371094,DENY_PERMIT
75,0.0015289783477783203,PERMIT_PERMIT
76,0.001672983169555664,DENY_DENY
77,0.001850128173828125,DENY_PERMIT
78,0.0013718605041503906,DENY_PERMIT
79,0.0013377666473388672,DENY_DENY
80,0.20529818534851074,PERMIT_DENY
81,0.0016529560089111328,DENY_PERMIT
82,0.0013701915740966797,DENY_PERMIT
83,0.004669904708862305,DENY_DENY
84,0.003952980041503906,DENY_PERMIT
85,0.002214193344116211,PERMIT_DENY
86,0.13596415519714355,PERMIT_PERMIT
87,0.0017879009246826172,PERMIT_DENY
88,0.0015077590942382812,PERMIT_PERMIT
89,0.0013399124145507812,DENY_DENY
90,0.003692150115966797,PERMIT_PERMIT
91,0.0019249916076660156,DENY_DENY
92,0.13840794563293457,PERMIT_DENY
93,0.004975080490112305,DENY_DENY
94,0.001413106918334961,DENY_PERMIT
95,0.004060983657836914,PERMIT_PERMIT
96,0.0016901493072509766,DENY_PERMIT
97,0.003894805908203125,PERMIT_DENY
98,0.0021529197692871094,PERMIT_DENY
99,0.0013942718505859375,DENY_DENY
