RoutemapSizeTest, 4, 100
0,0.012659311294555664,DENY_PERMIT_DENY_DENY
1,0.014335870742797852,DENY_PERMIT_PERMIT_DENY
2,0.1595301628112793,DENY_DENY_PERMIT_PERMIT
3,0.0016682147979736328,PERMIT_PERMIT_PERMIT_DENY
4,0.0015001296997070312,DENY_DENY_PERMIT_PERMIT
5,0.006358623504638672,DENY_PERMIT_DENY_DENY
6,0.010596752166748047,PERMIT_DENY_DENY_PERMIT
7,0.00191497802734375,PERMIT_DENY_PERMIT_PERMIT
8,0.001425027847290039,DENY_PERMIT_DENY_PERMIT
9,0.003871917724609375,DENY_DENY_PERMIT_DENY
10,0.0018832683563232422,DENY_DENY_DENY_DENY
11,0.003319978713989258,PERMIT_PERMIT_DENY_PERMIT
12,0.001439809799194336,DENY_DENY_PERMIT_DENY
13,0.002012968063354492,PERMIT_PERMIT_DENY_DENY
14,0.0024890899658203125,DENY_PERMIT_PERMIT_PERMIT
15,0.0038678646087646484,DENY_PERMIT_DENY_DENY
16,27.12232208251953,DENY_DENY_DENY_DENY
17,0.0014688968658447266,DENY_DENY_DENY_DENY
18,0.0013477802276611328,DENY_DENY_PERMIT_PERMIT
19,0.001466989517211914,PERMIT_PERMIT_DENY_DENY
20,0.005388021469116211,PERMIT_PERMIT_PERMIT_PERMIT
21,0.005030155181884766,DENY_DENY_PERMIT_PERMIT
22,0.15991592407226562,PERMIT_PERMIT_DENY_PERMIT
23,0.0015342235565185547,PERMIT_PERMIT_DENY_DENY
24,0.0038580894470214844,PERMIT_DENY_DENY_PERMIT
25,0.006856203079223633,PERMIT_DENY_PERMIT_PERMIT
26,0.0015079975128173828,DENY_PERMIT_DENY_PERMIT
27,0.015868186950683594,DENY_PERMIT_PERMIT_DENY
28,0.002425670623779297,PERMIT_DENY_DENY_PERMIT
29,0.0014526844024658203,PERMIT_DENY_DENY_DENY
30,0.0017740726470947266,PERMIT_PERMIT_DENY_PERMIT
31,0.0015208721160888672,PERMIT_PERMIT_PERMIT_DENY
32,0.0015308856964111328,DENY_DENY_DENY_PERMIT
33,0.00456690788269043,DENY_PERMIT_PERMIT_PERMIT
34,0.0015349388122558594,PERMIT_PERMIT_PERMIT_PERMIT
35,0.0015330314636230469,PERMIT_PERMIT_PERMIT_DENY
36,0.004393339157104492,PERMIT_DENY_DENY_PERMIT
37,0.0017631053924560547,DENY_DENY_PERMIT_DENY
38,0.0016739368438720703,DENY_PERMIT_DENY_DENY
39,0.0017020702362060547,DENY_DENY_PERMIT_PERMIT
40,0.0016319751739501953,PERMIT_PERMIT_DENY_PERMIT
41,0.0025110244750976562,DENY_DENY_DENY_PERMIT
42,0.0025527477264404297,DENY_PERMIT_PERMIT_PERMIT
43,0.00226593017578125,PERMIT_DENY_DENY_PERMIT
44,0.0021839141845703125,DENY_PERMIT_DENY_PERMIT
45,0.015811681747436523,DENY_PERMIT_DENY_PERMIT
46,0.007931947708129883,PERMIT_DENY_PERMIT_DENY
47,0.4377760887145996,DENY_PERMIT_DENY_PERMIT
48,0.0015070438385009766,PERMIT_DENY_DENY_DENY
49,0.0015761852264404297,PERMIT_PERMIT_DENY_PERMIT
50,0.001584768295288086,PERMIT_PERMIT_PERMIT_PERMIT
51,0.0013797283172607422,DENY_PERMIT_PERMIT_DENY
52,0.0014340877532958984,DENY_PERMIT_PERMIT_PERMIT
53,0.0015141963958740234,DENY_PERMIT_PERMIT_DENY
54,0.005922079086303711,PERMIT_DENY_DENY_PERMIT
55,0.0014119148254394531,DENY_PERMIT_PERMIT_PERMIT
56,0.00644683837890625,DENY_DENY_DENY_PERMIT
57,0.001603841781616211,DENY_DENY_DENY_DENY
58,0.21033906936645508,PERMIT_PERMIT_PERMIT_DENY
59,0.001558065414428711,PERMIT_PERMIT_PERMIT_PERMIT
60,0.28501009941101074,PERMIT_PERMIT_PERMIT_DENY
61,0.0016069412231445312,PERMIT_PERMIT_DENY_PERMIT
62,0.004237174987792969,PERMIT_PERMIT_DENY_DENY
63,0.0013911724090576172,DENY_PERMIT_DENY_DENY
64,0.0014488697052001953,DENY_PERMIT_PERMIT_PERMIT
65,0.0014977455139160156,PERMIT_DENY_PERMIT_PERMIT
66,0.002003192901611328,PERMIT_PERMIT_DENY_PERMIT
67,0.0016248226165771484,DENY_DENY_DENY_PERMIT
68,0.0015649795532226562,DENY_PERMIT_PERMIT_DENY
69,0.0015511512756347656,PERMIT_PERMIT_DENY_PERMIT
70,0.001528024673461914,PERMIT_PERMIT_PERMIT_PERMIT
71,0.0013387203216552734,DENY_PERMIT_DENY_DENY
72,0.0014598369598388672,PERMIT_PERMIT_PERMIT_DENY
73,0.011275053024291992,PERMIT_PERMIT_DENY_DENY
74,0.3878648281097412,DENY_DENY_PERMIT_DENY
75,0.001631021499633789,PERMIT_PERMIT_PERMIT_DENY
76,0.21819686889648438,PERMIT_PERMIT_PERMIT_PERMIT
77,0.0016498565673828125,PERMIT_PERMIT_PERMIT_DENY
78,0.005690097808837891,PERMIT_PERMIT_DENY_PERMIT
79,0.006979227066040039,PERMIT_PERMIT_PERMIT_PERMIT
80,0.0040400028228759766,DENY_PERMIT_PERMIT_PERMIT
81,0.0013842582702636719,DENY_DENY_PERMIT_PERMIT
82,0.0014870166778564453,PERMIT_PERMIT_PERMIT_DENY
83,0.0017800331115722656,DENY_DENY_DENY_PERMIT
84,0.0016672611236572266,PERMIT_DENY_DENY_PERMIT
85,0.0020198822021484375,DENY_PERMIT_DENY_PERMIT
86,0.0015251636505126953,DENY_DENY_DENY_PERMIT
87,0.15616893768310547,PERMIT_PERMIT_DENY_DENY
88,0.0015118122100830078,PERMIT_DENY_DENY_PERMIT
89,0.2855510711669922,DENY_DENY_PERMIT_DENY
90,0.0015680789947509766,PERMIT_PERMIT_DENY_DENY
91,0.0013720989227294922,DENY_DENY_PERMIT_DENY
92,0.0013339519500732422,DENY_PERMIT_PERMIT_DENY
93,0.001336812973022461,DENY_PERMIT_DENY_PERMIT
94,0.0042459964752197266,PERMIT_PERMIT_DENY_PERMIT
95,0.0014197826385498047,DENY_DENY_DENY_DENY
96,0.0013949871063232422,DENY_PERMIT_PERMIT_DENY
97,0.004845857620239258,DENY_PERMIT_DENY_DENY
98,0.23012304306030273,PERMIT_PERMIT_DENY_PERMIT
99,0.006273031234741211,DENY_PERMIT_PERMIT_PERMIT
